-49.3,0
-24.4,38.8
0.5,77.6
9.9,88.7
19.9,103.4
29.9,130.9
40,156.8
49.6,171.8
59.9,194.1
69.9,214.6
80,235.1
90,255.6
100,276.1
110.1,296.6
119.9,317.1
129.8,337.5
139.5,358
150.2,378.5
160.1,399
170,419.5
181.7,440
188.9,460.5
196.1,481
204,501.4
211.9,521.9
219.8,542.4
227.7,562.9
240.5,583.4
265.8,603.9
291.1,624.4
316.4,644.8
341.7,665.3
367,685.8
387.4,706.3
