0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.011975085,0.025842134,0.029727973,0.034826773,0.044364655,0.053817286,0.0596069,0.064019399,0.069237686,0.074920863,0.100628092,0.135619358,0.176044348,0.22287726,0.27459919,0.335296018,0.402128449,0.499204044,0.596223723,0.693280679,0.790328316,0.887375953,0.98442359,1.081471226,1.178518863,1.2755665,1.372614137,1.469661774,1.56670941,1.663757047,1.760804684,1.857852321,1.954899958
0.026716554,0.06500581,0.10556529,0.116713622,0.131848526,0.162025065,0.192356875,0.211069808,0.225371359,0.242341725,0.260623532,0.331247028,0.424149888,0.50835288,0.630255846,0.74724422,0.892625695,1.040250935,1.229296698,1.407592142,1.593054466,1.776725069,1.960395673,2.144066276,2.32773688,2.511407484,2.695078087,2.878748691,3.062419294,3.246089898,3.429760501,3.613431105,3.797101709,3.980772312
0.043033142,0.084457772,0.127333976,0.14152055,0.161874219,0.205038458,0.248552133,0.273885327,0.292384949,0.313241317,0.334987272,0.423923466,0.52628036,0.636242097,0.776487224,0.936189504,1.108057112,1.283875288,1.500030918,1.707792939,1.9211507,2.133109525,2.345068351,2.557027177,2.768986002,2.980944828,3.192903654,3.404862479,3.616821305,3.82878013,4.040738956,4.252697782,4.464656607,4.676615433
0.060317361,0.114066987,0.168147732,0.185440073,0.209419561,0.260051243,0.311425774,0.343541932,0.367688503,0.395637035,0.425038839,0.524648693,0.643184788,0.779047626,0.94486513,1.137266051,1.333852776,1.540344544,1.78501199,2.025333313,2.268552052,2.511046436,2.753540821,2.996035206,3.238529591,3.481023975,3.72351836,3.966012745,4.208507129,4.451001514,4.693495899,4.935990284,5.178484668,5.420979053
0.073619968,0.147410112,0.21667574,0.234095707,0.258442197,0.314232013,0.377432606,0.4145929,0.442092048,0.473595674,0.506703524,0.62952587,0.77007179,0.942617092,1.142449405,1.333363246,1.553019988,1.780878489,2.065960194,2.341108103,2.622878543,2.902993349,3.183108156,3.463222963,3.74333777,4.023452577,4.303567384,4.58368219,4.863796997,5.143911804,5.424026611,5.704141418,5.984256225,6.264371031
0.078819371,0.163586785,0.245564347,0.269644029,0.301973271,0.373114235,0.441309537,0.482816651,0.51414368,0.550865081,0.589962984,0.740182971,0.907313496,1.114935533,1.360362271,1.538394295,1.782013932,2.030491887,2.354578342,2.665079973,2.984638153,3.301932195,3.619226238,3.936520281,4.253814323,4.571108366,4.888402409,5.205696451,5.522990494,5.840284536,6.157578579,6.474872622,6.792166664,7.109460707
0.077251853,0.176980135,0.277136811,0.30601689,0.344120578,0.419904929,0.503456415,0.552481544,0.588766733,0.630385265,0.674527443,0.851864536,1.048217763,1.27768449,1.542655176,1.762819234,2.014627409,2.278883904,2.635158964,2.97591336,3.327014865,3.675529593,4.024044322,4.37255905,4.721073778,5.069588506,5.418103234,5.766617962,6.11513269,6.463647418,6.812162146,7.160676875,7.509191603,7.857706331
0.072915933,0.191836509,0.312027526,0.346757056,0.392648588,0.481836617,0.578923744,0.632163598,0.670786976,0.714561731,0.760934303,0.978859051,1.203290502,1.444603818,1.74557824,2.002432635,2.279319483,2.565134211,2.952932764,3.321790213,3.703275064,4.081603065,4.459931066,4.838259066,5.216587067,5.594915068,5.973243069,6.35157107,6.72989907,7.108227071,7.486555072,7.864883073,8.243211074,8.621539074
0.070463719,0.208444845,0.347362177,0.387415758,0.440292004,0.539428752,0.647940096,0.711853105,0.759020124,0.812836819,0.869731722,1.099670444,1.349588745,1.61861697,1.92165394,2.225963841,2.54096676,2.857739189,3.27672606,3.671177885,4.081986407,4.488705755,4.895425103,5.30214445,5.708863798,6.115583146,6.522302493,6.929021841,7.335741189,7.742460537,8.149179884,8.555899232,8.96261858,9.369337928
